image_id,label,filename,rel_path,full_path,width,height,aspect_ratio,is_small,sha256,dhash,is_duplicate,duplicate_of,use_for_training,product_group,split
straight_72,straight,72.jpg,straight/72.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\72.jpg,1112,722,1.54,False,eb03480fd43a41706765689cac3b0ab450634504894e2ab1b111c5b5bd2fdab0,717969696969696d,False,,True,pg_straight_060,val
straight_73,straight,73.jpg,straight/73.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\73.jpg,555,500,1.11,False,ab06150ab5cf0f863a192f0b355758e46f2ae73e20e6dca43440d42eae23b221,32b2b1b1b1b1b1b0,False,,True,pg_straight_002,train
straight_74,straight,74.jpg,straight/74.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\74.jpg,611,541,1.129,False,0e68b93079fae5cfdaf2dde7fa81b7b1a06fcf406f52ca64358a21a763295eaf,084d052424343434,False,,True,pg_straight_061,train
straight_75,straight,75.jpg,straight/75.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\75.jpg,492,500,0.984,False,b4a6b0a20ee282a5316b2df890d7d602d8ec1501ed1039b16707db5968bbda4f,3b69e9a9e9616971,False,,True,pg_straight_062,val
straight_76,straight,76.jpg,straight/76.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\76.jpg,555,562,0.988,False,4104f2e66c0e88462341a621ff8fef1a9c92e6241db12c377b1c5ead7a44d275,1020b2b2b2b2b2b2,False,,True,pg_straight_002,train
straight_77,straight,77.jpg,straight/77.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\77.jpg,582,625,0.931,False,11755aa96b837eca3e30c927ad10690038ce7e3098529f432d716821b93b79d2,b2b2b2b2b2b2b2b2,False,,True,pg_straight_002,train
straight_78,straight,78.jpg,straight/78.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\78.jpg,582,542,1.074,False,abfb9f899de04ec1fc295f2ff3223850b6c7e63692054ca44f18ffb39f626bcc,0d04243434343434,False,,True,pg_straight_063,train
straight_79,straight,79.jpg,straight/79.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\79.jpg,1062,787,1.349,False,c1479766909fe24fde90a630494ba98e99d06f537259fd4b2fe212e041c2615c,00e0a0a4a4a4a4a4,False,,True,pg_straight_064,train
straight_8,straight,8.jpg,straight/8.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\8.jpg,800,800,1.0,False,b445a30482df772517cfa8d2a72f7d364e888972fc9682e305c0f2cb5093ead6,30b2b2b2b2b2b230,False,,True,pg_straight_002,train
straight_80,straight,80.jpg,straight/80.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\80.jpg,450,452,0.996,False,bd74e7b2e012eb8873208b6c3fd15cf796e27c36d477be7a6e5187f8aa94f2a7,69c9c9c9c9c9c9c1,False,,True,pg_straight_065,train
straight_81,straight,81.jpg,straight/81.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\81.jpg,727,526,1.382,False,9557c8d0535d193d3ba776d2d1bd108f18f03b93ad3f2f2b149fdf3c1f67d5d5,c7c5d4d444541337,False,,True,pg_straight_066,train
straight_82,straight,82.jpg,straight/82.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\82.jpg,751,612,1.227,False,f229838c04dce535ef6dcdff460c22424dcabdc8be88b60b73b40739633e0a13,08b133363231f330,False,,True,pg_straight_067,val
straight_83,straight,83.jpg,straight/83.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\83.jpg,1052,702,1.499,False,90ec9c8c743865c978225dbe259fe4f4cc7777646355847b07748b0139113f4f,7870707070707070,False,,True,pg_straight_010,train
straight_84,straight,84.jpg,straight/84.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\84.jpg,487,542,0.899,False,29e764033ba3a95c1043d72680582e3231b022946daacbd9ba9be4041de8cdd7,7171717171717171,False,,True,pg_straight_008,val
straight_85,straight,85.jpg,straight/85.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\85.jpg,567,642,0.883,False,a55989abcba6e48c052f000991c7936b277fb097e37b189b06cbeefb3eea2f7e,6262626262626262,False,,True,pg_straight_017,train
straight_86,straight,86.jpg,straight/86.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\86.jpg,566,617,0.917,False,f0de82662e2f36206e6a477d64270b63aba1ed3a02bab982c3cb498dc728e21f,3272727272727070,False,,True,pg_straight_004,train
straight_87,straight,87.jpg,straight/87.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\87.jpg,1007,572,1.76,False,2cd489dc913a8e5766e996176fd5a7661a4dcec177d5c26983077a4fb3d431ee,103030303030305a,False,,True,pg_straight_068,train
straight_88,straight,88.jpg,straight/88.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\88.jpg,837,502,1.667,False,96077aa9f1fab1c43913c994f2d6754608466558c12e1af6a2cd4c84c2c1aa8d,8a9292909092f2f2,False,,True,pg_straight_069,train
straight_89,straight,89.jpg,straight/89.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\89.jpg,1042,662,1.574,False,5b8ea2341df4a629a6bc88c8205efe0055df6ded919260e7987912895ecd5b4c,9484909090909090,False,,True,pg_straight_070,train
straight_9,straight,9.jpg,straight/9.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\9.jpg,750,750,1.0,False,dcc739225561f90cadc0b478d0a514c9cc5ed1db0cf5ef3c42c3303e17882e09,10b2b2b2b2b2b230,False,,True,pg_straight_002,train
straight_90,straight,90.jpg,straight/90.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\90.jpg,832,672,1.238,False,b3c8beb4c4f55e6e8c30459adf9a40cfb668ea4d7cf1c5bf18588b87d4995f1a,3030307030b0b01a,False,,True,pg_straight_071,train
straight_91,straight,91.jpg,straight/91.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\91.jpg,540,437,1.236,False,de5fafc4e6fcc1bbd5dcc91f08e8105c4a3eb93c2968ccfd8d5e94f179662eaa,1038b2b2bababa38,False,,True,pg_straight_072,train
straight_92,straight,92.jpg,straight/92.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\92.jpg,880,546,1.612,False,332fed15415901353521362ac4e2f9976933fde509edce8f9d67d0dd4652f63d,101010303010108a,False,,True,pg_straight_073,train
straight_93,straight,93.jpg,straight/93.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\93.jpg,500,567,0.882,False,52def4eb4a2b4d210d4fa5ad2c07def1c6c92b50d8b6d515902a871f5a4e8213,30b1b1b1b1b1b1b1,False,,True,pg_straight_002,train
straight_94,straight,94.jpg,straight/94.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\94.jpg,937,717,1.307,False,eef1e58395bf57b651169a61a9be8b20fd6ab6ee4edaed9e5aa0d9d5f97d25dd,766676727a726274,False,,True,pg_straight_074,train
straight_95,straight,95.jpg,straight/95.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\95.jpg,1042,762,1.367,False,76f503e3fe276f08b8c325cf0511b490b62f7c414be2bf3c0d5e7edaa8146f68,b0b212f2f2f2f210,False,,True,pg_straight_075,train
straight_96,straight,96.jpg,straight/96.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\96.jpg,827,572,1.446,False,a3a27e46a041cb6af13dd37955036f2cbe404ab257d827ffe6d59b4f971ca89f,eed6d6d692b2d3fb,False,,True,pg_straight_076,train
straight_97,straight,97.jpg,straight/97.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\97.jpg,502,565,0.888,False,39da28428478b23cc49decb8064e12c4287e57d3d8d5ed763ab9a4d6a73cf5e8,7171717171717171,False,,True,pg_straight_008,val
straight_98,straight,98.jpg,straight/98.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\98.jpg,577,627,0.92,False,db6880e049fcda05e7102e7964b7372838866c8ddfe67b61689b80759b0bc41a,dd9f9f9f0f5f5fcd,False,,True,pg_straight_077,train
straight_99,straight,99.jpg,straight/99.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\99.jpg,611,582,1.05,False,ad16008619bcfd29875fd6bd78d1ce7202f7f2c3d6516f98c1ec21fde9c944e7,7262626262626272,False,,True,pg_straight_017,train
taper_smooth_1,taper_smooth,1.jpg,taper_smooth/1.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\1.jpg,1000,999,1.001,False,545c394a69b94b6739ea27b59c1972ea1abff907ef07e25dbd9c2f5f93602dd6,009696060606060e,False,,True,pg_taper_smooth_001,train
taper_smooth_10,taper_smooth,10.jpg,taper_smooth/10.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\10.jpg,550,550,1.0,False,e6e6d96150158cf25add0dadde004f2df88c67da38ae46a32165aad268d50374,007070723232b200,False,,True,pg_taper_smooth_002,val
taper_smooth_100,taper_smooth,100.jpg,taper_smooth/100.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\100.jpg,481,460,1.046,False,10ff27ff310e1aeec2cce616d12958da13e635ff67598bf873b003ea7de6d558,501231b1b2b2b212,False,,True,pg_taper_smooth_003,val
taper_smooth_101,taper_smooth,101.jpg,taper_smooth/101.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\101.jpg,530,555,0.955,False,67fb9e1cf533085f403eb934b45683c50e0dcbdc37dfc1b3d981c0396b42d966,7161616969697232,False,,True,pg_taper_smooth_004,train
taper_smooth_11,taper_smooth,11.jpg,taper_smooth/11.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\11.jpg,550,550,1.0,False,dc565fe4ccea3ea01f41566c3ec59dae73440d995f07cab151829d5407092c00,00686830b2b2b230,False,,True,pg_taper_smooth_005,train
taper_smooth_12,taper_smooth,12.jpg,taper_smooth/12.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\12.jpg,750,870,0.862,False,3036470ff0855827a56b63af255bb811e9bc158a08fb5598628ddcac67f56658,1c607232b2b2b24c,False,,True,pg_taper_smooth_006,train
taper_smooth_13,taper_smooth,13.jpg,taper_smooth/13.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\13.jpg,750,1000,0.75,False,e30abb03d6cf4e222e6cdc58ee4d8f7c61e0d4a852cadc73886515dae93f701c,0729313333b23309,False,,True,pg_taper_smooth_007,val
taper_smooth_14,taper_smooth,14.jpg,taper_smooth/14.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\14.jpg,447,447,1.0,False,c953aa1e3a84abf4f7815a77a88c7c1602e22fe6b3176d81f141bcacabded75d,0c32a220a0a2320c,False,,True,pg_taper_smooth_008,train
taper_smooth_15,taper_smooth,15.jpg,taper_smooth/15.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\15.jpg,554,554,1.0,False,8ad0472ffb9418ab1490c5fe414bc792a68d4b89c068a845c685d9e534be6b3c,20b4b2b2b2b2b230,False,,True,pg_taper_smooth_009,train
taper_smooth_16,taper_smooth,16.jpg,taper_smooth/16.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\16.jpg,525,525,1.0,False,fd5933164ab2552aedc4ace08b2fe155e438e8de890a2f9208bf1d11ece4acc3,2034b2b2b2b2b230,False,,True,pg_taper_smooth_009,train
taper_smooth_17,taper_smooth,17.jpg,taper_smooth/17.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\17.jpg,550,550,1.0,False,e6e6d96150158cf25add0dadde004f2df88c67da38ae46a32165aad268d50374,007070723232b200,True,taper_smooth_10,False,pg_taper_smooth_002,excluded_duplicate
taper_smooth_18,taper_smooth,18.jpg,taper_smooth/18.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\18.jpg,740,740,1.0,False,293e52eb94b0e988fb5e9386940e4b0ea3e19476d1bef2283c6832f64a39c767,8c71717171727200,False,,True,pg_taper_smooth_010,train
taper_smooth_19,taper_smooth,19.jpg,taper_smooth/19.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\19.jpg,493,740,0.666,False,148d5116b535c802b8e01152826956beccd45195bae50a5bd4eac338b04343e9,95ce7879797979f9,False,,True,pg_taper_smooth_011,train
taper_smooth_2,taper_smooth,2.jpg,taper_smooth/2.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\2.jpg,1200,675,1.778,False,35924b2ea71878cc25b2fa0604722bfd1023745a434d4e1286103d4acbbb0162,0034949414361434,False,,True,pg_taper_smooth_012,val
taper_smooth_20,taper_smooth,20.jpg,taper_smooth/20.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\20.jpg,750,1000,0.75,False,e30abb03d6cf4e222e6cdc58ee4d8f7c61e0d4a852cadc73886515dae93f701c,0729313333b23309,True,taper_smooth_13,False,pg_taper_smooth_007,excluded_duplicate
taper_smooth_21,taper_smooth,21.jpg,taper_smooth/21.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\21.jpg,225,225,1.0,True,bb97e265ca43caaa178255a2c5c00e27e8de72c530bf22e146c71589619a04cc,5071696971717130,False,,True,pg_taper_smooth_013,val
taper_smooth_22,taper_smooth,22.jpg,taper_smooth/22.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\22.jpg,447,447,1.0,False,3ea5c91caef68924bd88bfde2384ad3e3ee9bcc49b6d54b05f3cc7a422486328,6969696969697170,False,,True,pg_taper_smooth_014,val
taper_smooth_23,taper_smooth,23.jpg,taper_smooth/23.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\23.jpg,225,225,1.0,True,c26cafc08cd71c81004feb7b42c14f44cab0340493676689a6245eeb2df6ddaa,ccc48ccfcfcdcd9d,False,,True,pg_taper_smooth_015,train
taper_smooth_24,taper_smooth,24.jpg,taper_smooth/24.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\24.jpg,225,225,1.0,True,ecaeda01583f03b4991c3a4dac0d27a733302db0677da0215485232494b340bf,0030121616043006,False,,True,pg_taper_smooth_016,train
taper_smooth_25,taper_smooth,25.jpg,taper_smooth/25.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\25.jpg,407,491,0.829,False,f3f68a9d689e4b730ab01163a06a767c600ce887600b9b9506682f3f8dab49b3,644452c3c7c7c746,False,,True,pg_taper_smooth_017,train
taper_smooth_26,taper_smooth,26.jpg,taper_smooth/26.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\26.jpg,225,225,1.0,True,a68dd0a2ba082d81fcaf4d1d39c21733894c5720b57b7fd847cd764d8acc65da,00787979797132b2,False,,True,pg_taper_smooth_018,train
taper_smooth_27,taper_smooth,27.jpg,taper_smooth/27.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\27.jpg,225,225,1.0,True,eab1c0440fb209701d2698ec41b153ef8d284435815f599e2d2aa9dc0c859b66,61797969797171b0,False,,True,pg_taper_smooth_014,val
taper_smooth_28,taper_smooth,28.jpg,taper_smooth/28.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\28.jpg,225,225,1.0,True,409ed871ebfe6a73e27d9189d348028d6aa38da57a7f159173b491db70acb659,787c347569797979,False,,True,pg_taper_smooth_019,val
taper_smooth_29,taper_smooth,29.jpg,taper_smooth/29.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\29.jpg,225,225,1.0,True,4cb6216f1d83805c8bf17ae0f31e7ca25c9564891699d621001dd295b9a65838,6169797979797930,False,,True,pg_taper_smooth_020,train
taper_smooth_3,taper_smooth,3.jpg,taper_smooth/3.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\3.jpg,3623,5434,0.667,False,0ee0ba569434a1620155143da74a4872091caf341a7d917951d108190880b51e,00849696968cb533,False,,True,pg_taper_smooth_021,train
taper_smooth_30,taper_smooth,30.jpg,taper_smooth/30.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\30.jpg,225,225,1.0,True,cea8120a3e1bb131f40554cd294327c910c758d6904b7846fdf32eba8688d22f,cae869e9e9e0f296,False,,True,pg_taper_smooth_022,train
taper_smooth_31,taper_smooth,31.jpg,taper_smooth/31.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\31.jpg,194,259,0.749,True,87d35e01b10cbcbef7e27d2e0edcc08bf09a11bd734e7c29b076ffad5f5d3678,e4eedfdf9c9d99e1,False,,True,pg_taper_smooth_023,val
taper_smooth_32,taper_smooth,32.jpg,taper_smooth/32.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\32.jpg,554,554,1.0,False,581940d2287db9bb17fe2a6adac032b51f331f95b1c185d7f108c8a5bd650fc0,7979797971797938,False,,True,pg_taper_smooth_024,train
taper_smooth_33,taper_smooth,33.jpg,taper_smooth/33.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\33.jpg,205,246,0.833,True,760fba16e95eda8eb049e6df3e5b7ac60b612a9fd2bb3d1cdd3fa9b1cff0e006,0050616161616160,False,,True,pg_taper_smooth_025,train
taper_smooth_34,taper_smooth,34.jpg,taper_smooth/34.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\34.jpg,300,300,1.0,False,8acd114e1649c5573ea6bfeffb13459a62b4a49cc1d3e478bc6620ac2344d2c8,6859797979717070,False,,True,pg_taper_smooth_026,train
taper_smooth_35,taper_smooth,35.jpg,taper_smooth/35.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\35.jpg,447,447,1.0,False,6def49ce74c133c35604f2e644462c1167f870b0e6a0f3aa4fde8d2523ed7072,d8f8696969696979,False,,True,pg_taper_smooth_027,train
taper_smooth_36,taper_smooth,36.jpg,taper_smooth/36.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\36.jpg,447,447,1.0,False,006914f65b65fabcdf05addb425135976f03a17df40895fb31f9d0c00bd478a3,c8dc746969696979,False,,True,pg_taper_smooth_028,train
taper_smooth_37,taper_smooth,37.jpg,taper_smooth/37.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\37.jpg,225,225,1.0,True,0ddd805373dd9146b0ecd5174ae9b77f30bae50952a5c774f9de23faab29038f,0048797179787878,False,,True,pg_taper_smooth_029,train
taper_smooth_38,taper_smooth,38.jpg,taper_smooth/38.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\38.jpg,447,447,1.0,False,7a6cfba2979fd85f89f57746d0cdbbbd12b38965349f4b54f39e433a7ebd7670,5879696969797171,False,,True,pg_taper_smooth_030,train
taper_smooth_39,taper_smooth,39.jpg,taper_smooth/39.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\39.jpg,314,431,0.729,False,7af4fef4b1408a91aec1d207ea1499d041d8f70bc591d2b6cd61962773354267,20007170bab20008,False,,True,pg_taper_smooth_031,val
taper_smooth_4,taper_smooth,4.jpg,taper_smooth/4.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\4.jpg,447,447,1.0,False,fce649d93869523297741994de0097f4bc9f946b8eeec70ba552dadfedcfcd94,007171707030b230,False,,True,pg_taper_smooth_032,train
taper_smooth_40,taper_smooth,40.jpg,taper_smooth/40.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\40.jpg,171,295,0.58,True,20c2496a42f30debe7c7009c0c601ed8e078ca9f4f55e7b5c267fc94ec1888dc,1b3312b6b6b6a4b4,False,,True,pg_taper_smooth_033,train
taper_smooth_41,taper_smooth,41.jpg,taper_smooth/41.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\41.jpg,447,447,1.0,False,87600946a99b92e372d6e73d9f97df2146eed791b0edf41b8075635ed1747bed,d4f0716169616971,False,,True,pg_taper_smooth_034,val
taper_smooth_42,taper_smooth,42.jpg,taper_smooth/42.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\42.jpg,447,447,1.0,False,8a1a1b14dfb133c6ac5404da1ee6b1d8a0e3cef5af4b87a6a42ce87f2ea8063b,4c68716969696971,False,,True,pg_taper_smooth_035,train
taper_smooth_43,taper_smooth,43.jpg,taper_smooth/43.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\43.jpg,225,225,1.0,True,e2a1d250d5e09164ada9479e9c0d1a38ce4e16fd487f0aa716ecd2f860b158f7,7069717168707030,False,,True,pg_taper_smooth_036,train
taper_smooth_44,taper_smooth,44.jpg,taper_smooth/44.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\44.jpg,192,263,0.73,True,62325a9cd401f5c408648053aa2f2c0c4d7b9d932b81ef3669eb8e272a21bc1c,61ccd8fc7c797939,False,,True,pg_taper_smooth_037,val
taper_smooth_45,taper_smooth,45.jpg,taper_smooth/45.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\45.jpg,554,554,1.0,False,26a6342821e3f8d66ed19ea7bbf4e99d18389ce2bd3dc21aafb4d4b8c486503d,e8e84c6969696969,False,,True,pg_taper_smooth_038,train
taper_smooth_46,taper_smooth,46.jpg,taper_smooth/46.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\46.jpg,447,447,1.0,False,2d32db147fbb2705cbc86a5e29afd94432687832c23c668c38c2bde265e68eac,65e45869697979f0,False,,True,pg_taper_smooth_039,train
taper_smooth_47,taper_smooth,47.jpg,taper_smooth/47.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\47.jpg,205,246,0.833,True,977fa6abc862f379530c398785e3bf9d8b3e9afa022badc245531367a998fef9,a1a54a50564c0486,False,,True,pg_taper_smooth_040,val
taper_smooth_48,taper_smooth,48.jpg,taper_smooth/48.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\48.jpg,447,447,1.0,False,1264cb1cd59ec43eeeaf8e9ef983491f54983f44f8deb3072fe22e1ba35382cd,7969616161616070,False,,True,pg_taper_smooth_041,train
taper_smooth_49,taper_smooth,49.jpg,taper_smooth/49.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\49.jpg,447,447,1.0,False,116031419fbca29ba18ee69f4167b8a7fd01b6c92edd63e56811de0c7bae3c99,ccec686969696969,False,,True,pg_taper_smooth_042,train
taper_smooth_5,taper_smooth,5.jpg,taper_smooth/5.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\5.jpg,500,500,1.0,False,88f48b65d461105713b93a7a4a218159fa9e75f4e375a29f99a9778eee4b14bd,0816717130303232,False,,True,pg_taper_smooth_043,train
taper_smooth_50,taper_smooth,50.jpg,taper_smooth/50.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\50.jpg,196,257,0.763,True,e9923c862a7752fdd362d60ab01ce067a3aec431ef7c13642109efb9fc07a8cc,b0f9d9d9f9f9f072,False,,True,pg_taper_smooth_044,train
taper_smooth_51,taper_smooth,51.jpg,taper_smooth/51.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\51.jpg,167,302,0.553,True,13544320e7c5b13eb09a6daa5625a22e380957240439747bb254e306762e1770,f0a6a6e6c4c0c4e0,False,,True,pg_taper_smooth_045,train
taper_smooth_52,taper_smooth,52.jpg,taper_smooth/52.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\52.jpg,447,447,1.0,False,53508bc06c22ea5edd09f3efd4da68e1b022b4220c99e04f181eb61f80e9fa3a,7069696969697030,False,,True,pg_taper_smooth_046,val
taper_smooth_53,taper_smooth,53.jpg,taper_smooth/53.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\53.jpg,447,447,1.0,False,31574e2c35c33e664527d4561aa5769a92241c4e4f008465a76b609689d70479,61e8687969696970,False,,True,pg_taper_smooth_047,val
taper_smooth_54,taper_smooth,54.jpg,taper_smooth/54.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\54.jpg,225,225,1.0,True,912e2f5a942fe6f9b70e9e8f0be0cc96c8ad745a95200748ba06fbf37f657f59,0079793939393938,False,,True,pg_taper_smooth_048,train
taper_smooth_55,taper_smooth,55.jpg,taper_smooth/55.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\55.jpg,447,447,1.0,False,bbbf76c1b8d93a667b1463f11bab670b01c76ac25b5be59b4bbd38e5373ab0a6,61687869697979b0,False,,True,pg_taper_smooth_049,train
taper_smooth_56,taper_smooth,56.jpg,taper_smooth/56.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\56.jpg,176,176,1.0,True,2433e1a4cd3811134c0ad3895e83702298129469a40cd3c3cb410496359db13c,d8d4f06871796969,False,,True,pg_taper_smooth_050,train
taper_smooth_57,taper_smooth,57.jpg,taper_smooth/57.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\57.jpg,194,259,0.749,True,a65af6c328bc08977869b22c7bb77d82c9ae380cad37f483353b6765729bb444,e2ed92c3e1e2c7c5,False,,True,pg_taper_smooth_051,train
taper_smooth_58,taper_smooth,58.jpg,taper_smooth/58.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\58.jpg,206,245,0.841,True,88fb9dd006f113059e44291b157d469b65a8974581edf29d3f76cdbf2248d3d8,e0ccdcdcfc696979,False,,True,pg_taper_smooth_052,train
taper_smooth_59,taper_smooth,59.jpg,taper_smooth/59.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\59.jpg,188,268,0.701,True,3f02697979d6ba078d55fe83206a0026c8f946676ca59fd922b9cdb18b553b37,90d9d9d9d9d9f820,False,,True,pg_taper_smooth_053,train
taper_smooth_6,taper_smooth,6.jpg,taper_smooth/6.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\6.jpg,300,300,1.0,False,8b379e5a682c1113a11f89a281234db7c8c29e4bdd07cbbd7205c4c5e88182db,689671717171b232,False,,True,pg_taper_smooth_054,train
taper_smooth_60,taper_smooth,60.jpg,taper_smooth/60.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\60.jpg,225,225,1.0,True,97113afe3742ccb8f67c055f4f04abfaac9e4496871eabcee884f900ce400061,0069697170727200,False,,True,pg_taper_smooth_055,val
taper_smooth_61,taper_smooth,61.jpg,taper_smooth/61.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\taper_smooth\61.jpg,225,225,1.0,True,48e6151d31a4f831abe171ac79acadad911e3f64b35ec87db675e27d999990f4,cc4c696969696969,False,,True,pg_taper_smooth_042,train
